well_number,well_type,well_name,operator_id
79,2R,WILDCAT JIM PENN UNIT,11739
95,2D,WILDCAT JIM PENN UNIT,11739
97,2R,WILDCAT JIM PENN UNIT,11739
40,2R,WILDCAT JIM UNIT,14156
116,2R,WILDCAT JIM PENN UNIT,11739
115,2R,WILDCAT JIM PENN UNIT,11739
118,2R,WILDCAT JIM PENN UNIT,11739
26,2R,WILDCAT JIM UNIT,14156
55,2R,WILDCAT JIM UNIT,14156
70,2R,WILDCAT JIM UNIT,14156
69,2R,WILDCAT JIM UNIT,14156
42,2R,WILDCAT JIM UNIT  (PIERCE A #6),14156
56,2R,WILDCAT JIM UNIT,14156
66,2R,WILDCAT JIM UNIT,14156
17-A,2R,HEFNER,14156
19,2R,HEFNER,14156
27,2R,COX PENN SAND UNIT,14156
61,2R,COX PENN SAND UNIT,14156
4,2R,COX PENN SAND UNIT,14156
4,2R,HEFNER,14156
11,2R,HEFNER,14156
16A,2R,HEFNER,14156
13,2R,COX PENN SAND UNIT,14156
75,2R,WILDCAT JIM UNIT,14156
1,2D,HIGGINS ESTATE,13189
7,2D,COX,13189
77,2R,WILDCAT JIM UNIT,14156
91,2R,WILDCAT JIM UNIT,14156
89,2R,WILDCAT JIM UNIT,14156
112,2R,WILDCAT JIM UNIT (FARM #3),14156
98,2R,WILDCAT JIM UNIT,14156
107,2R,WILDCAT JIM UNIT,14156
97,2R,WILDCAT JIM UNIT,14156
88,2R,WILDCAT JIM UNIT,14156
80,2R,WILDCAT JIM UNIT,14156
81,2R,WILDCAT JIM UNIT,14156
86,2R,WILDCAT JIM UNIT (MOORE #1),14156
106,2R,WILDCAT JIM UNIT,14156
99,2R,WILDCAT JIM UNIT,14156
100,2R,WILDCAT JIM UNIT,14156
105,2R,WILDCAT JIM UNIT (MOORE #10),14156
122,2R,WILDCAT JIM UNIT,14156
115,2R,WILDCAT JIM UNIT,14156
114,2R,WILDCAT JIM UNIT,14156
121,2R,WILDCAT JIM UNIT (BROOKS #4),14156
119,2R,WILDCAT JIM UNIT,14156
118,2R,WILDCAT JIM UNIT,14156
122,2R,WILDCAT JIM PENN UNIT,11739
123,2R,WILDCAT JIM PENN UNIT,11739
1,2D,PIERCE,1622
2,2R,WILLIE WILSON,1153
4,2R,WILLIE WILSON,19169
55,2R,COX PENN SAND UNIT,14156
1-6,2R,SETU (MARY HARRELL 6),14156
1-14,2R,SETU (MARY HARRELL 14),14156
1-15,2R,SOUTHEAST TATUMS UNIT,14156
3-1,2R,"SE TATUMS UNIT (MAJORS, L O 1)",14156
7,2D,L.O. MAJORS,14156
5-3,2D,SOUTHEAST TATUMS UNIT,14156
6,2D,GOODMAN,17576
2,2R,TOLBERT,11307
2,2D,SHANNON SMITH,1214
6,2R,NOBLE,19506
5,2D,"WOOD, GUY",23226
1,2D,"WOODS, GUY",1214
1,2R,CONWAY,19169
1,2D,LYLES,22043
57-1,2R,G.D.U.,14156
59-3,2R,G.D.U. (SPARKS #34),14156
56-8,2R,G.D.U. (O.S.SPARKS #8),14156
5-1,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
6-1,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
15-2,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
20-2A,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
14-1,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
20-3A,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
2,2D,KAHN,551
2,2D,BOB HARMON,1214
11,2R,VELMA CAMP DEESE UNIT,22182
14,2R,VELMA CAMP DEESE UNIT,22182
19,2R,VELMA CAMP DEESE UNIT,22182
30,2R,VELMA CAMP DEESE UNIT,22182
8,2R,VELMA CAMP DEESE UNIT,22182
72,2R,SE VELMA HUMPHREY SAND UNIT,10266
57,2R,VELMA CAMP DEESE UNIT,22182
232,2R,VELMA CAMP DEESE UNIT,22182
231,2R,EVMBU,14156
36,2R,VELMA CAMP DEESE UNIT,22182
221,2R,EVMBU (FORMERLY HEFNER #1),14156
230,2R,VELMA CAMP DEESE UNIT,14156
74,2R,VELMA CAMP DEESE UNIT,22182
77,2R,VELMA CAMP DEESE UNIT,22182
225,2R,EVMBSU,14156
27,2R,VELMA CAMP DEESE UNIT,22182
21,2R,VELMA CAMP DEESE UNIT,22182
46,2R,VELMA CAMP DEESE UNIT,22182
67,2R,VELMA CAMP DEESE UNIT,22182
69,2R,VELMA CAMP DEESE UNIT,22182
5,2R,JENNINGS DEESE UNIT,14156
10,2R,JENNINGS DEESE UNIT,14156
12,2R,JENNINGS DEESE UNIT,14156
3,2R,JENNINGS DEESE UNIT,14156
1,2R,JENNINGS DEESE UNIT,14156
14,2R,JENNINGS DEESE UNIT,14156
185,2R,BUMPASS UNIT,14156
184,2R,BUMPASS UNIT,14156
7,2R,JENNINGS DEESE UNIT,14156
6,2R,JENNINGS DEESE UNIT,14156
8,2R,JENNINGS DEESE UNIT,14156
26,2R,JENNINGS DEESE UNIT,14156
28,2R,JENNINGS DEESE UNIT,14156
22,2R,JENNINGS DEESE UNIT,14156
40,2R,JENNINGS DEESE UNIT,14156
43,2R,JENNINGS DEESE UNIT,14156
38,2R,JENNINGS DEESE UNIT,14156
70,2R,JENNINGS DEESE UNIT,14156
67,2R,JENNINGS DEESE UNIT,14156
54,2R,JENNINGS DEESE UNIT,14156
49,2R,"JENNINGS DEESE UNIT ""A""",14156
74,2R,JENNINGS DEESE UNIT,14156
65,2R,JENNINGS DEESE UNIT,14156
63,2R,JENNINGS DEESE UNIT,14156
18,2R,JENNINGS DEESE UNIT,14156
30,2R,JENNINGS DEESE UNIT,14156
32,2R,JENNINGS DEESE UNIT,14156
36,2R,JENNINGS DEESE UNIT,14156
45,2R,JENNINGS DEESE UNIT,14156
34,2R,JENNINGS DEESE UNIT,14156
110,2R,SE VELMA HUMPHREY SAND UNIT,10266
124,2R,VELMA CAMP DEESE UNIT,22182
131,2R,SEVSSU,10266
142,2R,S.E. VELMA SIMS UNIT,10266
121,2R,S.E.V.H.S.U.,10266
93,2R,SE VELMA HUMPHREYS SAND UNIT,10266
92,2R,VELMA CAMP DEESE UNIT,22182
94,2R,SEVSSU,10266
111,2R,VELMA CAMP DEESE UNIT,22182
79,2R,VELMA CAMP DEESE UNIT,22182
6-2,2R,SYCAMORE UNIT,16896
12-2,2R,SYCAMORE UNIT,16896
17-11,2R,SYCAMORE UNIT,16896
10-1,2R,SYCAMORE UNIT,16896
15-1,2R,SYCAMORE UNIT,16896
8-5,2R,SYCAMORE UNIT,16896
7-4,2R,SYCAMORE UNIT,16896
81,2R,JENNINGS DEESE UNIT,14156
79,2R,JENNINGS DEESE UNIT,14156
3,2D,R.L. ZACHARY,333
20-1,2R,SYCAMORE UNIT,16896
17-8,2R,SYCAMORE UNIT,16896
1-20E,2R,G.D.V. (E. LAHMAN #20),14156
7-10,2R,G.D.U. (C.D. WILLIAMS #10),14156
S1-6,2R,G.D.U.,14156
4-6,2R,G.D.U. (AD.DAVIS #6),14156
1-13E,2R,G.D.U.,14156
1-15E,2R,G.D.U.,14156
1-17J,2R,GRAHAM DEESE UNIT,14156
J1-20,2R,G.D.U. (J. LAHMAN #20),14156
J1-21,2R,G.D.U. (J. LAHMAN #21),14156
12,2D,BROOKS,21023
20-6,2R,G.D.U. (SCHERMERHORN-HOLMAN#6),14156
14-9,2R,G.D.U. (SHELL/WALKER-VOORHEES9,14156
18-13,2R,G.D.U. (C.SMITH #13),14156
18-15,2R,G.D.U. (C.SMITH #15),14156
17-1,2R,G.D.U.(SHELL-SMITH HEIRS #1),14156
18-14,2R,G.D.U. (CURTIS-SMITH #14),14156
36-10,2R,G.D.U. (R.W.LAHMAN #10),14156
32-3,2R,G.D.U. (WESTHEIMER NEU-MCKIN3),14156
37-8,2R,G.D.U. (JEFFERSON #8),14156
45-2,2R,G.D.U.,14156
51-2,2R,G.D.U. (CHILDRESS-DANIELS #2),14156
34-9,2R,G.D.U.,14156
24-2,2R,G.D.U. (J.E.SWARTZ #2),14156
23-10,2R,G.D.U. (JOHNSON SWARTZ,14156
23-17,2R,G.D.U. (J-SWARTZ #17),14156
23-15,2R,G.D.U.(JOHNSON-SWARTZ #15),14156
22-6A,2R,G.D.U.,14156
44-12,2R,SYCAMORE UNIT,16896
31-4,2R,SYCAMORE UNIT,16896
31-2,2R,SYCAMORE UNIT,16896
32-4,2R,SYCAMORE UNIT,16896
31-1,2R,SYCAMORE UNIT,16896
61-6,2R,SYCAMORE UNIT,16896
56-3A,2R,SYCAMORE UNIT,16896
56-1A,2D,SYCAMORE UNIT,16896
53-2,2R,SYCAMORE UNIT,16896
51-16,2R,SYCAMORE UNIT,16896
30-3,2R,SYCAMORE UNIT,16896
29-3,2R,SYCAMORE UNIT,16896
41-3,2R,SYCAMORE UNIT,16896
29-4,2R,SYCAMORE UNIT,16896
28-1,2R,SYCAMORE UNIT,16896
37-1,2R,SYCAMORE UNIT,16896
40-3,2R,SYCAMORE UNIT,16896
49-1,2R,SYCAMORE UNIT,16896
46-3,2R,SYCAMORE UNIT,16896
50-3,2R,SYCAMORE UNIT,16896
18-4,2R,FOX DEESE-SPRINGER UNIT,16896
30-1,2R,FOX DEESE-SPRINGER UNIT,16896
30-2,2R,FOX DEESE-SPRINGER UNIT,16896
17-5,2R,FOX DEESE- SPRINGER UNIT,16896
17-2,2R,FOX DEESE- SPRINGER UNIT,16896
17-3,2R,FOX DEESE-SPRINGER UNIT,16896
16-1,2R,FOX DEESE-SPRINGER UNIT,16896
15-2,2R,FOX DEESE- SPRINGER UNIT,16896
27A-4A,2R,FOX DEESE- SPRINGER,16896
26-B1,2R,FOX DEESE- SPRINGER,16896
27B-1,2R,FOX DEESE- SPRINGER,16896
41-2,2R,FOX DEESE- SPRINGER,16896
41-1,2R,FOX DEESE-SPRINGER UNIT,16896
41-4,2R,FOX DEESE- SPRINGER,16896
41-5,2R,FOX DEESE- SPRINGER,16896
49-5,2R,FOX DEESE- SPRINGER,16896
49-6,2R,FOX DEESE-SPRINGER UNIT,16896
49-8,2R,FOX DEESE- SPRINGER,16896
49-9,2R,FOX DEESE-SPRINGER UNIT,16896
40-2B,2R,FOX DEESE- SPRINGER,16896
38-1,2R,FOX DEESE- SPRINGER,16896
2,2D,KIRKPATRICK / TYER B2,1214
14-1,2R,FOX DEESE- SPRINGER UNIT,16896
23-1,2R,FOX DEESE- SPRINGER UNIT,16896
24-1F,2R,FOX DEESE- SPRINGER UNIT,16896
3,2D,PHILLIPS,21060
52-5A,2R,SYCAMORE UNIT,16896
22-1,2R,FOX DEESE- SPRINGER UNIT,16896
11A-1,2R,FOX DEESE-SPRINGER UNIT,16896
10-1,2R,FOX DEESE-SPRINGER UNIT,16896
11A-3,2R,FOX DEESE- SPRINGER UNIT,16896
19-2,2R,FOX DEESE-SPRINGER UNIT,16896
53-3,2R,FOX DEESE-SPRINGER UNIT,16896
53-4,2R,FOX DEESE-SPRINGER UNIT,16896
57-9,2R,FOX DEESE-SPRINGER UNIT,16896
57-2,2R,FOX DEESE-SPRINGER UNIT,16896
57-5,2R,FOX DEESE-SPRINGER UNIT,16896
57-7,2R,FOX DEESE-SPRINGER UNIT,16896
55B-3,2R,FOX DEESE- SPRINGER UNIT,16896
55A-9,2R,FOX DEESE-SPRINGER UNIT,16896
55A-10,2R,FOX DEESE- SPRINGER UNIT,16896
55B-7,2R,FOX DEESE- SPRINGER UNIT,16896
55B-11,2R,FOX DEESE- SPRINGER UNIT,16896
62-9,2R,SYCAMORE UNIT,16896
61-2,2D,SYCAMORE UNIT,16896
61-10,2R,SYCAMORE UNIT,16896
60-5,2R,SYCAMORE UNIT,16896
59-1,2R,FOX DEESE- SPRINGER UNIT,16896
59-4,2R,FOX DEESE- SPRINGER UNIT,16896
62-1A,2R,FOX DEESE- SPRINGER UNIT,16896
15,2D,LESTER,21967
65-1,2R,SYCAMORE UNIT,16896
64-1,2R,SYCAMORE UNIT,16896
68-1,2R,SYCAMORE UNIT,16896
66-4C,2R,SYCAMORE UNIT,16896
55B-5,2R,FOX DEESE- SPRINGER,16896
55B-8,2R,FOX DEESE- SPRINGER UNIT,16896
57-1,2R,FOX DEESE- SPRINGER UNIT,16896
42-05,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
51-1A,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
42-2,2R,S GRAHAM DEESE SAND UNIT,22182
47-1B,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
47-3A,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
58-1,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
56-6,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
63-9,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
63-11,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
55-1A,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
3A,2D,F.E. WATKINS SWD,19506
53-3,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
60-1,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
61A-3,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
65A-5,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
65-3,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
70-2,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
61A-2,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
71-3,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
75-2,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
80-3B,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
D-4,2D,COLINE,22074
73-1,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
1,2R,EDWARDS,14490
3,2D,HARDY,22975
8,2R,COLINE OIL CO,17284
7,2D,COLINE  A,17284
24,2R,OIL CITY UNIT ( CALDWELL),23226
23,2R,OIL CITY UNIT (CALDWELL),23226
11-8 W,2D,AMENDED WHEELER UNIT,21967
8-A5W,2R,AMENDED WHEELER UNIT,21967
12-1W,2R,AMENDED WHEELER UNIT,21967
12-2W,2R,AMENDED WHEELER UNIT,21967
3-1 W,2R,AMENDED WHEELER UNIT,21967
2-73,2R,HEALDTON I UNIT,14156
E-22,2R,HEALDTON II WATERFLOOD UNIT,14156
E-25,2R,HEALDTON II WATERFLOOD UNIT,14156
D-13,2R,HEALDTON II WATERFLOOD UNIT,14156
F-33,2R,HEALDTON II UNIT,14156
12,2R,N.W.  HEWITT UNIT,21438
18,2R,SIMPSON VOORHEES,21003
1-2,2R,EAST HEWITT HOXBAR UNIT ,20838
3-4,2R,EAST HEWITT HOXBAR UNIT ,20838
4-1,2R,EAST HEWITT HOXBAR UNIT ,20838
A-1,2D,WASSON,21967
3-1,2R,EAST HEWITT HOXBAR UNIT,20838
2501,2R,HEWITT UNIT 15,21003
3801,2R,HEWITT UNIT 15,21003
3-8,2R,EAST HEWITT HOXBAR UNIT  ,20838
4,2R,"W.H.P.S.U. (WARD ""A"")",19499
30-2UP,2R,HEALDTON V UNIT,14156
30-7UP,2R,HEALDTON V UNIT,14156
1A,2R,WOODWORTH,20535
7,2D,WOODWORTH,20535
3,2D,WOODWORTH,20535
1,2R,HERRELL,21584
4,2R,W.H.P.S.U. HERRELL,19499
10,2R,"W.H.P.S.U. HERRELL ""A""",19499
9,2R,"W.H.P.S.U. HERRELL ""A""",19499
2,2D,GRIFFIN,14490
3,2R,FIRST HEWITT ZONE UNIT,14490
11,2D,"WALKER, E.A.",21584
1,2D,F.L. MORRISON,21967
3,2R,RAMSEY,21967
8,2R,RAMSEY,21967
13,2R,BAYOU UNIT,14156
12,2R,"A.E. DENNY ""B""",20838
22,2R,BAYOU UNIT,14156
26,2R,BAYOU UNIT,14156
55,2R,BAYOU UNIT,14156
58,2R,BAYOU UNIT,14156
2,2R,GIBSON,21967
4,2R,GIBSON,21967
8-3,2R,NW HEALDTON UT,1214
15-1,2R,HAU,14156
13-1,2R,"HAU (MULLEN ""D"" #1)",14156
25-1A,2R,HAU,14156
9-25,2R,DUNDEE HEALDTON SAND UNIT,14156
1-30,2R,DHSU (KECK 40),14156
10-42,2R,HAU (JANE #42),14156
18-1,2R,HEALDTON ARBUCKLE UNIT,14156
G-13-1,2R,HEALDTON II WATERFLOOD UNIT,14156
G-12,2R,HEALDTON II WATERFLOOD UNIT,14156
L-19,2R,HEALDTON II WATERFLOOD UNIT,14156
L-17,2R,HEALDTON II WATERFLOOD UNIT,14156
O-49,2R,HEALDTON II WATERFLOOD UNIT,14156
O-59,2R,HEALDTON II WATERFLOOD UNIT,14156
1,2D,D.S. FRASER,11992
10-1,2R,COUNTYLINE UNIT,14156
30-4,2R,COUNTYLINE UNIT-HARDIN 4,14156
43-1,2R,COUNTYLINE UNIT-WINTER 1,14156
113,2R,BUMPASS UNIT,14156
155,2R,BUMPASS UNIT,14156
136,2R,BUMPASS UNIT,14156
148,2R,BUMPASS UNIT,14156
159,2R,BUMPASS UNIT,14156
37,2R,BUMPASS UNIT,14156
43,2R,BUMPASS UNIT,14156
45,2R,BUMPASS UNIT,14156
47,2R,BUMPASS UNIT,14156
62,2R,BUMPASS UNIT,14156
64,2R,BUMPASS UNIT,14156
66,2R,BUMPASS UNIT,14156
102,2R,BUMPASS UNIT,14156
116,2R,BUMPASS UNIT,14156
144,2R,BUMPASS UNIT,14156
158,2R,BUMPASS UNIT,14156
163,2R,BUMPASS UNIT,14156
181,2R,BUMPASS UNIT,14156
44-14,2D,TATUMS FIELD UNIT,14156
47-1,2R,TATUMS FIELD UNIT,14156
61-6,2R,TATUMS FIELD UNIT,14156
74-4A,2R,TATUMS FIELD UNIT,14156
121,2R,BUMPASS UNIT,14156
129,2R,BUMPASS UNIT,14156
55-1,2R,TATUMS FIELD UNIT,14156
34-4,2R,TATUMS FIELD UNIT,14156
77-7,2R,COUNTYLINE UNIT-PUTMAN 7,14156
27-5,2R,G.D.U.,14156
49-2,2R,G.D.U. (TEXACO-B.C.RICKETS #2),14156
20-2B,2R,G.D.V. (APCO/HOLMA #2-B),14156
G-4,2R,A C HOLLINGSWORTH (SWATCU G-4),20793
5,2D,HOLLINGWORTH (SWATCU F-50,20793
24-20,2R,HEALDTON V UNIT,14156
1-2,2R,S.D.V. (DENNY #2),7279
19-3,2R,COUNTYLINE UNIT,14156
8,2R,LOVE AND THURMOND FEE,20839
8,2R,BROOKS,21023
15-3,2R,HEALDTON V UNIT,14156
24,2R,"HEFNER, H",14156
109,2R,BUMPASS UNIT,14156
87,2R,BUMPASS UNIT,14156
C-4,2R,DHSU,14156
8-16,2R,HEALDTON IV UNIT,14156
2W-10,2R,HEALDTON IV UNIT (JCO-10),14156
27-21A,2D,HEALDTON IV UNIT,14156
21W-14,2R,HEALDTON IV UNIT (CJ-14),14156
26-16,2R,HEALDTON IV UNIT (CC-16),14156
26-18,2R,HEALDTON IV UNIT (CC-18),14156
4W-26,2R,HEALDTON IV UNIT (CWA-26),14156
22W-8,2R,HEALDTON IV UNIT (TJ-8),14156
8WS,2D,E.F. PENNINGTON,17838
6,2R,WILLIE WILSON,19169
5-1,2R,WBU,19499
1,2R,WBPU GOING (15-1),19499
2-6,2R,WBU,19499
107,2R,TATUMS DES MOINES UNIT,14156
25-I,2R,HEFNER,14156
9-1,2R,SWHGSU,14156
4,2R,JANE ROYALTY,14156
8-4,2R,SWHGSU,14156
J-10,2R,HEALDTON II WATERFLOOD UNIT,14156
K-18,2R,HEALDTON II WATERFLOOD UNIT,14156
J-18,2R,HEALDTON II WATERFLOOD UNIT,14156
K-20,2R,HEALDTON II WATERFLOOD UNIT,14156
K-3,2R,HEALDTON II WATERFLOOD UNIT,14156
M-7,2R,HEALDTON II WATERFLOOD UNIT,14156
K-14,2R,HEALDTON II WATERFLOOD UNIT,14156
G1-I,2R,HEALDTON II,14156
L-21,2R,HEALDTON II WATERFLOOD UNIT,14156
0-12,2R,HEALDTON II WATERFLOOD UNIT,14156
N-26,2R,HEALDTON II WATERFLOOD UNIT,14156
O-3,2R,HEALDTON II WATERFLOOD UNIT,14156
O-20,2R,HEALDTON II WATERFLOOD UNIT,14156
O30-I,2R,HEALDTON II WATERFLOOD UNIT,14156
O-34,2R,HEALDTON II WATERFLOOD UNIT,14156
U-2-I,2R,HEALDTON II UNIT,14156
U-9,2R,HEALDTON II UNIT,14156
P-3,2R,HEALDTON II WATERFLOOD UNIT,14156
P-4,2R,HEALDTON II WATERFLOOD UNIT,14156
P-6,2R,HEALDTON II WATERFLOOD UNIT,14156
G-5,2R,HEALDTON II WATERFLOOD UNIT,14156
V-13-1,2R,HEALDTON II WATERFLOOD UNIT,14156
V-22-1,2R,HEALDTON II WATERFLOOD UNIT,14156
V-23,2R,HEALDTON II WATERFLOOD UNIT,14156
V-24,2R,HEALDTON II WATERFLOOD UNIT,14156
V-34,2R,HEALDTON II WATERFLOOD UNIT,14156
V-42-I,2R,HEALDTON II WATERFLOOD UNIT,14156
V-47-I,2R,HEALDTON II WATERFLOOD UNIT,14156
V-56,2R,HEALDTON II WATERFLOOD UNIT,14156
V-57,2R,HEALDTON II WATERFLOOD UNIT,14156
V-62,2R,HEALDTON II WATERFLOOD,14156
V-70-1,2R,HEALDTON II WATERFLOOD,14156
V-8,2R,HEALDTON II WATERFLOOD UNIT,14156
X-3,2R,HEALDTON II WATERFLOOD UNIT,14156
Z-12-1,2R,HEALDTON II WATERFLOOD UNIT,14156
31,2R,NW CAMP DEESE UNIT,22182
18,2R,NW CAMP DEESE UNIT,22182
34,2R,NW CAMP DEESE UNIT,22182
E-12,2R,HEALDTON II WATERFLOOD UNIT,14156
2A,2D,A N HARLEY   ,1622
13,2R,NW CAMP DEESE UNIT,22182
7 SWD,2D,"HEFNER ""F""",14490
4,2D,DAVIS,16784
3801,2R,HEWITT UNIT 22,21003
3-W14,2R,HEALDTON IV UNIT,14156
17-28,2R,HEALDTON IV UNIT (UC8-28),14156
42A-4A,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
84-6,2R,SOUTH GRAHAM DEESE SAND UNIT,22182
C-5,2R,HEALDTON V UNIT,14156
C-6,2R,HEALDTON V UNIT,14156
5-34,2R,HEALDTON V UNIT,14156
5-35,2R,HEALDTON V UNIT,14156
5-36,2R,HEALDTON V UNIT,14156
14-42,2R,HEALDTON V UNIT,14156
15-1A,2R,HEALDTON V,14156
6,2D,RICHARDS,17710
3-75,2R,HEALDTON I UNIT,14156
7-1,2R,HEALDTON ARBUCKLE UNIT,14156
20-1,2R,HEALDTON ARBUCKLE UNIT,14156
B-3,2R,DHSU,14156
B-4,2R,DHSU,14156
C-3,2R,DHSU,14156
55,2R,JOINER CITY UNIT,23802
1,2D,A N HARLEY   ,22792
56,2R,JENNINGS DEESE UNIT,14156
39-5,2R,G.D.U. (J.H.GALLAGHER #5),14156
1-2E,2R,G.D.U. (E. LAHMAN #2),14156
4,2D,"KIMBRELL, SOL F.",22182
16,2R,NWCDU (MANIRE #1-A),22182
11,2R,NW CAMP DEESE UNIT,22182
150,2R,BUMPASS UNIT,14156
6-4,2R,NDU (CARPENTER #4),22182
131,2R,BUMPASS UNIT,14156
6,2D,PRUITT,22182
16-7,2R,NDU (CALVERY #7),22182
10-6,2R,NDU (LOFTIN #6),22182
10-4,2R,NDU (LOFTIN #4),22182
10-3,2R,NDU (LOFTIN #3),22182
9-7,2R,G.D.V. (SUN OIL/DAVIS #7),14156
48-2,2R,G.D.U. (TEXACO-DAVIS NCT2 #2),14156
1,2D,RINGLING NORTH,19169
D-3,2R,DHSU,14156
31-40,2R,HAU (SMALLEY #40),14156
2,2D,COFFEY,4702
A-2,2R,HEALDTON II UNIT,14156
A-8I,2R,HEALDTON II WATERFLOOD UNIT,14156
B-6 I,2R,HEALDTON II UNIT,14156
9,2R,MAY WALKER,23505
6-2,2R,SOUTH TATUMS SAND UNIT,11739
25,2R,WILDCAT JIM PENN UNIT,11739
21,2R,WILDCAT JIM PENN UNIT,11739
15,2R,WILDCAT JIM PENN UNIT,11739
10-3,2R,FRANKLIN UNIT,14156
3-8,2R,FRANKLIN UNIT,14156
13-6,2R,COUNTYLINE UNIT,14156
12-3W,2R,AMENDED WHEELER UNIT,21967
8-W,2R,CRUCE (4),21967
50-3,2R,COUNTYLINE UNIT,14156
44-7,2R,TATUMS FIELD UNIT,14156
12,2R,SOUTH TATUMS SAND UNIT,11739
7,2R,SOUTH TATUMS SAND UNIT,11739
4,2R,SOUTH TATUMS SAND UNIT,11739
18-1,2R,S.D.V. (KEENER #1),7279
4-2,2R,S.D.V. (HALL-MILLER #2),7279
4-4,2R,S.D.V. (HALL-MILLER #4),7279
65-7,2R,COUNTYLINE UNIT,14156
2,2D,P.W. PUTMAN,14156
60,2R,BUMPASS UNIT,14156
49,2R,BUMPASS UNIT,14156
1,2D,PANNELL,18104
17-6,2R,SOUTH TATUMS SAND UNIT,11739
1301,2R,HEWITT UNIT 16,21003
4901,2R,HEWITT UNIT 16,21003
4,2D,HESTER,23208
1,2D,"GILL, C. J.",21967
4,2D,GILL,21967
3,2D,"WESTHEIMER   ""B""",21967
16,2R,"A.E. DENNY ""B""",20838
B-2,2R,DHSU,14156
N-28,2R,HEALDTON II WATERFLOOD UNIT,14156
Q-24,2R,HEALDTON II UNIT,14156
V-25-I,2R,HEALDTON II WATERFLOOD UNIT,14156
30-2,2R,TATUMS FIELD UNIT,14156
2-43,2R,HEALDTON V UNIT,14156
2-44,2R,HEALDTON V UNIT,14156
3-A,2R,CHUBBIE HOXBAR UNIT  (YELL),20839
13-8,2R,CHU (CHUBBEE #8),20839
3-9,2R,CHU (CHUBBEE #9),20839
4-2,2R,CHUBBEE HOXBAR UNIT,20839
7-5,2R,CHU (R.R REYNOLDS #5),20839
2,2R,McCHAREN ,22579
53-1,2R,G.D.U. (APCO-RICKET #1),14156
51,2R,"NWCDU (MARTIN ""B"" #5)",22182
61,2R,"NWCDU (MARTIN ""A"" #3)",22182
4,2R,VELMA CAMP DEESE UNIT,22182
44,2R,VELMA CAMP DEESE UNIT,22182
10-5,2R,NDU (LOFTIN #5),22182
8-11,2R,NDU (LYLES #11),22182
55-1B,2R,COUNTYLINE UNIT-RATLIFF B 1,14156
102,2R,WILDCAT JIM PENN UNIT,11739
3,2D,NOBLE,19169
9A,2R,HEFNER,14156
66,2R,WILDCAT JIM PENN UNIT,11739
C-5-I,2R,HEALDTON II WATERFLOOD UNIT,14156
4,2D,SJ HERNSTADT,19583
112,2D,TATUMS DES MOINES UNIT,14156
2-3,2R,SWHGSU,14156
19,2R,WILDCAT JIM PENN UNIT,11739
12,2R,WILDCAT JIM PENN UNIT,11739
14-1A,2R,SOUTH TATUMS SAND UNIT,11739
20,2R,JENNINGS DEESE UNIT,14156
1,2D,"HICKER, ELLEN",21023
35,2R,WILDCAT JIM UNIT,14156
55-7,2R,G.D.U. (APCO/SPARKS B-7),14156
4,2R,WILDCAT JIM PENN UNIT,11739
103,2R,WILDCAT JIM PENN UNIT,11739
13,2R,SOUTH TATUMS SAND UNIT,11739
55-5,2R,G.D.U. (APCO/SPARKS #5),14156
2,2R,TROY C MOSS,22182
114,2R,WILDCAT JIM PENN UNIT,11739
98,2R,WILDCAT JIM PENN UNIT,11739
B-11,2D,COLINE,22074
4,2D,MARTIN-DAVIS,1214
5-1,2R,SWHGSU,14156
12-5W,2R,AMENDED WHEELER UNIT,21967
1-W,2R,WALKER-VOORHEES (11),21967
13-1W,2R,AMENDED WHEELER UNIT,21967
2,2D,F.C. CARR,21023
153,2R,BUMPASS UNIT,14156
 4-21,2D,WALLACE ,443548
13-2W,2R,AMENDED WHEELER UNIT,21967
93,2R,WILDCAT JIM PENN UNIT,11739
13-3W,2R,AMENDED WHEELER UNIT,21967
59,2R,WILDCAT JIM UNIT,14156
